ImageName,RootImage,Bot,Human
eggs0countAO1 Control 5-4 48 pt56.jpg,AO1 Control 5-4 48,0,0
eggs0countACO1 Control 5-4 30 pt89.jpg,ACO1 Control 5-4 30,0,0
eggs0countCO1 Lithium 5-4 21 pt42.jpg,CO1 Lithium 5-4 21,0,0
eggs0countnCO1 Lithium 5-4 29 pt7.jpg,nCO1 Lithium 5-4 29,0,0
eggs0countAO1 Control 5-4 39 pt89.jpg,AO1 Control 5-4 39,15,0
eggs0countCO1 Lithium 5-4 24 pt3.jpg,CO1 Lithium 5-4 24,0,0
eggs2countACO1 Lithium 5-4 11 pt5.jpg,ACO1 Lithium 5-4 11,3,2
eggs0countAO1 Lithium 5-4 14 pt66.jpg,AO1 Lithium 5-4 14,0,0
eggs0countCO1 Control 5-4 33 pt96.jpg,CO1 Control 5-4 33,1,0
eggs0countACO1 Lithium 5-4 28 pt60.jpg,ACO1 Lithium 5-4 28,0,0
eggs0countnCO1 Control 5-4 3 pt54.jpg,nCO1 Control 5-4 3,0,0
eggs0countACO1 Lithium 5-4 22 pt21.jpg,ACO1 Lithium 5-4 22,0,0
eggs0countAO1 Control 5-4 35 pt79.jpg,AO1 Control 5-4 35,4,0
eggs0countnCO1 Lithium 5-4 14 pt89.jpg,nCO1 Lithium 5-4 14,0,0
eggs0countnCO1 Lithium 5-4 22 pt75.jpg,nCO1 Lithium 5-4 22,0,0
eggs0countnCO1 Control 5-4 14 pt27.jpg,nCO1 Control 5-4 14,0,0
eggs0countnCO1 Control 5-4 33 pt6.jpg,nCO1 Control 5-4 33,0,0
eggs0countAO1 Lithium 5-4 48 pt86.jpg,AO1 Lithium 5-4 48,0,0
eggs0countAO1 Control 5-4 13 pt92.jpg,AO1 Control 5-4 13,0,0
eggs0countACO1 Lithium 5-4 31 pt61.jpg,ACO1 Lithium 5-4 31,0,0
eggs0countACO1 Control 5-4 46 pt41.jpg,ACO1 Control 5-4 46,0,0
eggs1countnCO1 Control 5-4 42 pt37.jpg,nCO1 Control 5-4 42,3,1
eggs0countACO1 Lithium 5-4 14 pt13.jpg,ACO1 Lithium 5-4 14,0,0
eggs0countACO1 Lithium 5-4 50 pt2.jpg,ACO1 Lithium 5-4 50,0,0
eggs2countACO1 Lithium 5-4 16 pt55.jpg,ACO1 Lithium 5-4 16,3,2
eggs0countAO1 Lithium 5-4 7 pt87.jpg,AO1 Lithium 5-4 7,0,0
eggs0countnCO1 Lithium 5-4 12 pt6.jpg,nCO1 Lithium 5-4 12,2,0
eggs0countAO1 Lithium 5-4 42 pt47.jpg,AO1 Lithium 5-4 42,0,0
eggs0countACO1 Lithium 5-4 22 pt93.jpg,ACO1 Lithium 5-4 22,0,0
eggs0countAO1 Lithium 5-4 34 pt80.jpg,AO1 Lithium 5-4 34,0,0
eggs0countCO1 Control 5-4 49 pt72.jpg,CO1 Control 5-4 49,0,0
eggs0countCO1 Lithium 5-4 20 pt57.jpg,CO1 Lithium 5-4 20,2,0
eggs0countCO1 Control 5-4 8 pt72.jpg,CO1 Control 5-4 8,0,0
eggs0countAO1 Control 5-4 38 pt73.jpg,AO1 Control 5-4 38,0,0
eggs0countACO1 Control 5-4 11 pt24.jpg,ACO1 Control 5-4 11,0,0
eggs1countAO1 Lithium 5-4 9 pt14.jpg,AO1 Lithium 5-4 9,2,1
eggs0countAO1 Lithium 5-4 13 pt17.jpg,AO1 Lithium 5-4 13,0,0
eggs0countACO1 Lithium 5-4 36 pt84.jpg,ACO1 Lithium 5-4 36,0,0
eggs0countACO1 Control 5-4 50 pt31.jpg,ACO1 Control 5-4 50,2,0
eggs0countACO1 Control 5-4 25 pt56.jpg,ACO1 Control 5-4 25,0,0
eggs0countnCO1 Control 5-4 39 pt54.jpg,nCO1 Control 5-4 39,2,0
eggs0countnCO1 Control 5-4 44 pt65.jpg,nCO1 Control 5-4 44,3,0
eggs0countCO1 Lithium 5-4 14 pt10.jpg,CO1 Lithium 5-4 14,20,0
eggs0countCO1 Lithium 5-4 25 pt43.jpg,CO1 Lithium 5-4 25,0,0
eggs0countnCO1 Lithium 5-4 38 pt64.jpg,nCO1 Lithium 5-4 38,3,0
eggs1countACO1 Lithium 5-4 42 pt87.jpg,ACO1 Lithium 5-4 42,0,1
eggs0countCO1 Control 5-4 24 pt15.jpg,CO1 Control 5-4 24,0,0
eggs0countAO1 Lithium 5-4 48 pt6.jpg,AO1 Lithium 5-4 48,0,0
eggs1countnCO1 Control 5-4 40 pt34.jpg,nCO1 Control 5-4 40,3,1
eggs0countnCO1 Control 5-4 2 pt9.jpg,nCO1 Control 5-4 2,1,0
eggs0countAO1 Lithium 5-4 15 pt8.jpg,AO1 Lithium 5-4 15,0,0
eggs0countACO1 Lithium 5-4 26 pt23.jpg,ACO1 Lithium 5-4 26,2,0
eggs0countnCO1 Control 5-4 27 pt61.jpg,nCO1 Control 5-4 27,0,0
eggs0countAO1 Control 5-4 5 pt27.jpg,AO1 Control 5-4 5,2,0
eggs0countACO1 Lithium 5-4 11 pt46.jpg,ACO1 Lithium 5-4 11,0,0
eggs0countAO1 Lithium 5-4 12 pt4.jpg,AO1 Lithium 5-4 12,0,0
eggs0countnCO1 Control 5-4 1 pt35.jpg,nCO1 Control 5-4 1,0,0
eggs0countAO1 Lithium 5-4 2 pt24.jpg,AO1 Lithium 5-4 2,3,0
eggs0countCO1 Lithium 5-4 33 pt4.jpg,CO1 Lithium 5-4 33,0,0
eggs0countAO1 Lithium 5-4 10 pt88.jpg,AO1 Lithium 5-4 10,2,0
eggs1countnCO1 Control 5-4 41 pt38.jpg,nCO1 Control 5-4 41,2,1
eggs0countnCO1 Lithium 5-4 5 pt63.jpg,nCO1 Lithium 5-4 5,3,0
eggs0countACO1 Control 5-4 3 pt31.jpg,ACO1 Control 5-4 3,0,0
eggs0countAO1 Lithium 5-4 4 pt91.jpg,AO1 Lithium 5-4 4,12,0
eggs1countCO1 Lithium 5-4 45 pt95.jpg,CO1 Lithium 5-4 45,2,1
eggs0countCO1 Lithium 5-4 26 pt41.jpg,CO1 Lithium 5-4 26,0,0
eggs0countAO1 Control 5-4 22 pt55.jpg,AO1 Control 5-4 22,0,0
eggs0countAO1 Control 5-4 12 pt42.jpg,AO1 Control 5-4 12,0,0
eggs0countAO1 Lithium 5-4 31 pt55.jpg,AO1 Lithium 5-4 31,0,0
eggs0countACO1 Lithium 5-4 2 pt96.jpg,ACO1 Lithium 5-4 2,0,0
eggs0countACO1 Control 5-4 32 pt55.jpg,ACO1 Control 5-4 32,0,0
eggs1countAO1 Control 5-4 11 pt62.jpg,AO1 Control 5-4 11,9,1
eggs1countACO1 Lithium 5-4 6 pt34.jpg,ACO1 Lithium 5-4 6,0,1
eggs0countAO1 Lithium 5-4 28 pt77.jpg,AO1 Lithium 5-4 28,0,0
eggs0countCO1 Lithium 5-4 47 pt9.jpg,CO1 Lithium 5-4 47,0,0
eggs0countnCO1 Lithium 5-4 8 pt6.jpg,nCO1 Lithium 5-4 8,2,0
eggs0countnCO1 Lithium 5-4 10 pt82.jpg,nCO1 Lithium 5-4 10,0,0
eggs0countAO1 Lithium 5-4 6 pt99.jpg,AO1 Lithium 5-4 6,20,0
eggs0countAO1 Control 5-4 8 pt94.jpg,AO1 Control 5-4 8,5,0
eggs0countACO1 Lithium 5-4 40 pt98.jpg,ACO1 Lithium 5-4 40,0,0
eggs0countAO1 Control 5-4 10 pt53.jpg,AO1 Control 5-4 10,0,0
eggs2countCO1 Control 5-4 6 pt54.jpg,CO1 Control 5-4 6,7,2
eggs0countACO1 Lithium 5-4 50 pt63.jpg,ACO1 Lithium 5-4 50,0,0
eggs0countCO1 Control 5-4 43 pt4.jpg,CO1 Control 5-4 43,1,0
eggs0countCO1 Lithium 5-4 18 pt7.jpg,CO1 Lithium 5-4 18,0,0
eggs0countCO1 Control 5-4 42 pt100.jpg,CO1 Control 5-4 42,0,0
eggs0countACO1 Lithium 5-4 1 pt5.jpg,ACO1 Lithium 5-4 1,0,0
eggs0countAO1 Lithium 5-4 2 pt65.jpg,AO1 Lithium 5-4 2,2,0
eggs0countACO1 Lithium 5-4 45 pt61.jpg,ACO1 Lithium 5-4 45,2,0
eggs0countnCO1 Lithium 5-4 10 pt94.jpg,nCO1 Lithium 5-4 10,0,0
eggs0countACO1 Control 5-4 7 pt14.jpg,ACO1 Control 5-4 7,0,0
eggs0countnCO1 Lithium 5-4 17 pt59.jpg,nCO1 Lithium 5-4 17,0,0
eggs1countCO1 Control 5-4 50 pt83.jpg,CO1 Control 5-4 50,0,1
eggs0countnCO1 Lithium 5-4 7 pt9.jpg,nCO1 Lithium 5-4 7,0,0
eggs0countCO1 Lithium 5-4 42 pt21.jpg,CO1 Lithium 5-4 42,0,0
eggs0countCO1 Lithium 5-4 30 pt10.jpg,CO1 Lithium 5-4 30,0,0
eggs0countAO1 Lithium 5-4 45 pt23.jpg,AO1 Lithium 5-4 45,0,0
eggs0countACO1 Control 5-4 47 pt36.jpg,ACO1 Control 5-4 47,2,0
eggs0countAO1 Control 5-4 50 pt79.jpg,AO1 Control 5-4 50,0,0
eggs0countAO1 Lithium 5-4 46 pt35.jpg,AO1 Lithium 5-4 46,0,0
eggs0countAO1 Lithium 5-4 48 pt2.jpg,AO1 Lithium 5-4 48,0,0
eggs0countnCO1 Control 5-4 28 pt71.jpg,nCO1 Control 5-4 28,15,0
eggs0countCO1 Lithium 5-4 8 pt92.jpg,CO1 Lithium 5-4 8,0,0
eggs0countCO1 Lithium 5-4 38 pt27.jpg,CO1 Lithium 5-4 38,2,0
eggs1countCO1 Lithium 5-4 31 pt68.jpg,CO1 Lithium 5-4 31,3,1
eggs0countACO1 Lithium 5-4 48 pt88.jpg,ACO1 Lithium 5-4 48,0,0
eggs0countnCO1 Lithium 5-4 39 pt43.jpg,nCO1 Lithium 5-4 39,3,0
eggs1countCO1 Lithium 5-4 12 pt52.jpg,CO1 Lithium 5-4 12,3,1
eggs0countAO1 Lithium 5-4 11 pt16.jpg,AO1 Lithium 5-4 11,1,0
eggs0countAO1 Lithium 5-4 2 pt88.jpg,AO1 Lithium 5-4 2,0,0
eggs1countCO1 Lithium 5-4 10 pt44.jpg,CO1 Lithium 5-4 10,4,1
eggs0countACO1 Control 5-4 29 pt44.jpg,ACO1 Control 5-4 29,0,0
eggs0countnCO1 Control 5-4 1 pt20.jpg,nCO1 Control 5-4 1,0,0
eggs3countCO1 Control 5-4 20 pt68.jpg,CO1 Control 5-4 20,6,3
eggs0countAO1 Lithium 5-4 18 pt43.jpg,AO1 Lithium 5-4 18,0,0
eggs0countnCO1 Control 5-4 36 pt32.jpg,nCO1 Control 5-4 36,4,0
eggs0countAO1 Lithium 5-4 36 pt100.jpg,AO1 Lithium 5-4 36,0,0
eggs0countnCO1 Lithium 5-4 39 pt66.jpg,nCO1 Lithium 5-4 39,0,0
eggs5countnCO1 Lithium 5-4 16 pt35.jpg,nCO1 Lithium 5-4 16,7,5
eggs0countACO1 Control 5-4 39 pt54.jpg,ACO1 Control 5-4 39,0,0
eggs0countCO1 Lithium 5-4 34 pt95.jpg,CO1 Lithium 5-4 34,1,0
eggs0countnCO1 Lithium 5-4 43 pt42.jpg,nCO1 Lithium 5-4 43,0,0
eggs0countnCO1 Lithium 5-4 42 pt28.jpg,nCO1 Lithium 5-4 42,2,0
eggs1countACO1 Lithium 5-4 8 pt26.jpg,ACO1 Lithium 5-4 8,3,1
eggs0countnCO1 Lithium 5-4 21 pt40.jpg,nCO1 Lithium 5-4 21,0,0
eggs0countCO1 Lithium 5-4 37 pt73.jpg,CO1 Lithium 5-4 37,0,0
eggs0countnCO1 Control 5-4 50 pt41.jpg,nCO1 Control 5-4 50,6,0
eggs0countACO1 Lithium 5-4 37 pt41.jpg,ACO1 Lithium 5-4 37,0,0
eggs0countACO1 Lithium 5-4 2 pt53.jpg,ACO1 Lithium 5-4 2,0,0
eggs5countAO1 Control 5-4 13 pt68.jpg,AO1 Control 5-4 13,11,5
eggs0countnCO1 Control 5-4 20 pt50.jpg,nCO1 Control 5-4 20,0,0
eggs0countAO1 Lithium 5-4 38 pt94.jpg,AO1 Lithium 5-4 38,0,0
eggs0countAO1 Control 5-4 50 pt17.jpg,AO1 Control 5-4 50,1,0
eggs0countnCO1 Lithium 5-4 25 pt97.jpg,nCO1 Lithium 5-4 25,0,0
eggs0countACO1 Lithium 5-4 31 pt17.jpg,ACO1 Lithium 5-4 31,0,0
eggs0countAO1 Lithium 5-4 40 pt49.jpg,AO1 Lithium 5-4 40,0,0
eggs2countnCO1 Control 5-4 33 pt69.jpg,nCO1 Control 5-4 33,9,2
eggs0countACO1 Lithium 5-4 48 pt7.jpg,ACO1 Lithium 5-4 48,0,0
eggs2countnCO1 Lithium 5-4 18 pt14.jpg,nCO1 Lithium 5-4 18,3,2
eggs0countCO1 Lithium 5-4 49 pt80.jpg,CO1 Lithium 5-4 49,0,0
eggs0countACO1 Lithium 5-4 29 pt33.jpg,ACO1 Lithium 5-4 29,3,0
eggs0countnCO1 Lithium 5-4 43 pt30.jpg,nCO1 Lithium 5-4 43,0,0
eggs0countAO1 Control 5-4 19 pt97.jpg,AO1 Control 5-4 19,0,0
eggs0countnCO1 Control 5-4 25 pt90.jpg,nCO1 Control 5-4 25,0,0
eggs0countnCO1 Control 5-4 12 pt28.jpg,nCO1 Control 5-4 12,3,0
eggs0countACO1 Lithium 5-4 28 pt21.jpg,ACO1 Lithium 5-4 28,0,0
eggs0countACO1 Lithium 5-4 25 pt85.jpg,ACO1 Lithium 5-4 25,0,0
eggs0countACO1 Lithium 5-4 38 pt57.jpg,ACO1 Lithium 5-4 38,0,0
eggs0countACO1 Lithium 5-4 26 pt100.jpg,ACO1 Lithium 5-4 26,0,0
eggs0countAO1 Control 5-4 50 pt43.jpg,AO1 Control 5-4 50,0,0
eggs0countnCO1 Control 5-4 7 pt32.jpg,nCO1 Control 5-4 7,9,0
eggs0countnCO1 Lithium 5-4 24 pt82.jpg,nCO1 Lithium 5-4 24,0,0
eggs0countAO1 Control 5-4 48 pt14.jpg,AO1 Control 5-4 48,3,0
eggs0countACO1 Control 5-4 34 pt13.jpg,ACO1 Control 5-4 34,0,0
eggs2countACO1 Lithium 5-4 22 pt26.jpg,ACO1 Lithium 5-4 22,3,2
eggs0countAO1 Lithium 5-4 41 pt56.jpg,AO1 Lithium 5-4 41,0,0
eggs4countCO1 Lithium 5-4 1 pt18.jpg,CO1 Lithium 5-4 1,9,4
eggs0countACO1 Control 5-4 45 pt37.jpg,ACO1 Control 5-4 45,0,0
eggs0countAO1 Control 5-4 46 pt46.jpg,AO1 Control 5-4 46,0,0
eggs3countnCO1 Control 5-4 50 pt88.jpg,nCO1 Control 5-4 50,0,3
eggs0countnCO1 Control 5-4 31 pt47.jpg,nCO1 Control 5-4 31,3,0
eggs0countACO1 Lithium 5-4 16 pt97.jpg,ACO1 Lithium 5-4 16,0,0
eggs0countAO1 Lithium 5-4 40 pt33.jpg,AO1 Lithium 5-4 40,0,0
eggs0countCO1 Lithium 5-4 29 pt84.jpg,CO1 Lithium 5-4 29,3,0
eggs3countnCO1 Lithium 5-4 42 pt36.jpg,nCO1 Lithium 5-4 42,3,3
eggs1countnCO1 Control 5-4 12 pt64.jpg,nCO1 Control 5-4 12,3,1
eggs0countAO1 Lithium 5-4 19 pt68.jpg,AO1 Lithium 5-4 19,0,0
eggs0countnCO1 Lithium 5-4 32 pt93.jpg,nCO1 Lithium 5-4 32,0,0
eggs0countAO1 Control 5-4 34 pt19.jpg,AO1 Control 5-4 34,0,0
eggs0countnCO1 Control 5-4 39 pt30.jpg,nCO1 Control 5-4 39,0,0
eggs0countnCO1 Control 5-4 34 pt12.jpg,nCO1 Control 5-4 34,0,0
eggs2countAO1 Control 5-4 41 pt3.jpg,AO1 Control 5-4 41,13,2
eggs0countAO1 Control 5-4 48 pt10.jpg,AO1 Control 5-4 48,0,0
eggs0countCO1 Control 5-4 23 pt44.jpg,CO1 Control 5-4 23,0,0
eggs0countAO1 Lithium 5-4 16 pt83.jpg,AO1 Lithium 5-4 16,0,0
eggs0countAO1 Lithium 5-4 32 pt52.jpg,AO1 Lithium 5-4 32,0,0
eggs0countACO1 Control 5-4 27 pt77.jpg,ACO1 Control 5-4 27,0,0
eggs0countAO1 Lithium 5-4 19 pt100.jpg,AO1 Lithium 5-4 19,0,0
eggs0countnCO1 Lithium 5-4 44 pt84.jpg,nCO1 Lithium 5-4 44,2,0
eggs0countAO1 Control 5-4 43 pt19.jpg,AO1 Control 5-4 43,0,0
eggs0countAO1 Control 5-4 8 pt97.jpg,AO1 Control 5-4 8,0,0
eggs0countnCO1 Control 5-4 33 pt10.jpg,nCO1 Control 5-4 33,0,0
eggs0countAO1 Lithium 5-4 19 pt14.jpg,AO1 Lithium 5-4 19,0,0
eggs3countAO1 Control 5-4 31 pt74.jpg,AO1 Control 5-4 31,3,3
eggs0countACO1 Lithium 5-4 49 pt36.jpg,ACO1 Lithium 5-4 49,0,0
eggs0countnCO1 Control 5-4 29 pt21.jpg,nCO1 Control 5-4 29,0,0
eggs1countCO1 Lithium 5-4 8 pt63.jpg,CO1 Lithium 5-4 8,2,1
eggs0countACO1 Control 5-4 47 pt77.jpg,ACO1 Control 5-4 47,0,0
eggs0countCO1 Lithium 5-4 40 pt2.jpg,CO1 Lithium 5-4 40,0,0
eggs0countACO1 Control 5-4 19 pt36.jpg,ACO1 Control 5-4 19,3,0
eggs0countCO1 Lithium 5-4 27 pt62.jpg,CO1 Lithium 5-4 27,0,0
eggs0countnCO1 Lithium 5-4 2 pt66.jpg,nCO1 Lithium 5-4 2,0,0
eggs0countACO1 Control 5-4 22 pt62.jpg,ACO1 Control 5-4 22,6,0
eggs1countnCO1 Control 5-4 37 pt39.jpg,nCO1 Control 5-4 37,10,1
eggs0countnCO1 Control 5-4 35 pt97.jpg,nCO1 Control 5-4 35,12,0
eggs0countACO1 Control 5-4 8 pt79.jpg,ACO1 Control 5-4 8,0,0
eggs1countCO1 Control 5-4 34 pt50.jpg,CO1 Control 5-4 34,0,1
eggs0countACO1 Lithium 5-4 24 pt76.jpg,ACO1 Lithium 5-4 24,0,0
eggs2countACO1 Control 5-4 16 pt16.jpg,ACO1 Control 5-4 16,3,2
eggs1countCO1 Lithium 5-4 41 pt38.jpg,CO1 Lithium 5-4 41,3,1
eggs1countACO1 Lithium 5-4 9 pt16.jpg,ACO1 Lithium 5-4 9,5,1
eggs0countACO1 Lithium 5-4 12 pt18.jpg,ACO1 Lithium 5-4 12,0,0
eggs0countACO1 Lithium 5-4 32 pt12.jpg,ACO1 Lithium 5-4 32,0,0
eggs0countAO1 Lithium 5-4 18 pt86.jpg,AO1 Lithium 5-4 18,0,0
eggs0countACO1 Lithium 5-4 11 pt84.jpg,ACO1 Lithium 5-4 11,0,0
eggs0countCO1 Control 5-4 1 pt21.jpg,CO1 Control 5-4 1,0,0
eggs0countACO1 Lithium 5-4 40 pt43.jpg,ACO1 Lithium 5-4 40,0,0
eggs0countACO1 Control 5-4 5 pt30.jpg,ACO1 Control 5-4 5,0,0
eggs1countCO1 Control 5-4 44 pt38.jpg,CO1 Control 5-4 44,4,1
eggs0countCO1 Control 5-4 41 pt47.jpg,CO1 Control 5-4 41,3,0
eggs0countCO1 Control 5-4 45 pt52.jpg,CO1 Control 5-4 45,3,0
eggs1countCO1 Control 5-4 28 pt5.jpg,CO1 Control 5-4 28,0,1
eggs0countnCO1 Control 5-4 29 pt89.jpg,nCO1 Control 5-4 29,0,0
eggs0countAO1 Lithium 5-4 7 pt26.jpg,AO1 Lithium 5-4 7,0,0
eggs0countACO1 Control 5-4 8 pt88.jpg,ACO1 Control 5-4 8,0,0
eggs5countnCO1 Control 5-4 41 pt28.jpg,nCO1 Control 5-4 41,7,5
eggs0countAO1 Lithium 5-4 30 pt93.jpg,AO1 Lithium 5-4 30,0,0
eggs0countnCO1 Control 5-4 20 pt20.jpg,nCO1 Control 5-4 20,0,0
eggs1countCO1 Control 5-4 20 pt96.jpg,CO1 Control 5-4 20,5,1
eggs0countACO1 Control 5-4 9 pt48.jpg,ACO1 Control 5-4 9,2,0
eggs0countAO1 Lithium 5-4 14 pt32.jpg,AO1 Lithium 5-4 14,2,0
eggs0countAO1 Control 5-4 14 pt53.jpg,AO1 Control 5-4 14,3,0
eggs0countAO1 Control 5-4 27 pt62.jpg,AO1 Control 5-4 27,11,0
eggs5countnCO1 Control 5-4 18 pt87.jpg,nCO1 Control 5-4 18,10,5
eggs0countnCO1 Lithium 5-4 34 pt8.jpg,nCO1 Lithium 5-4 34,0,0
eggs0countCO1 Control 5-4 16 pt43.jpg,CO1 Control 5-4 16,3,0
eggs0countACO1 Lithium 5-4 19 pt7.jpg,ACO1 Lithium 5-4 19,0,0
eggs0countnCO1 Control 5-4 15 pt90.jpg,nCO1 Control 5-4 15,0,0
eggs2countCO1 Lithium 5-4 15 pt83.jpg,CO1 Lithium 5-4 15,0,2
eggs1countACO1 Lithium 5-4 25 pt33.jpg,ACO1 Lithium 5-4 25,3,1
eggs0countnCO1 Lithium 5-4 40 pt76.jpg,nCO1 Lithium 5-4 40,3,0
eggs0countACO1 Lithium 5-4 50 pt10.jpg,ACO1 Lithium 5-4 50,0,0
eggs0countAO1 Control 5-4 40 pt19.jpg,AO1 Control 5-4 40,0,0
eggs0countAO1 Control 5-4 30 pt61.jpg,AO1 Control 5-4 30,0,0
eggs1countCO1 Control 5-4 26 pt28.jpg,CO1 Control 5-4 26,3,1
eggs0countACO1 Control 5-4 4 pt77.jpg,ACO1 Control 5-4 4,0,0
eggs0countACO1 Control 5-4 5 pt53.jpg,ACO1 Control 5-4 5,0,0
eggs0countCO1 Lithium 5-4 18 pt36.jpg,CO1 Lithium 5-4 18,0,0
eggs0countACO1 Lithium 5-4 27 pt58.jpg,ACO1 Lithium 5-4 27,0,0
eggs0countACO1 Control 5-4 48 pt61.jpg,ACO1 Control 5-4 48,0,0
eggs2countCO1 Control 5-4 32 pt35.jpg,CO1 Control 5-4 32,3,2
eggs0countAO1 Control 5-4 32 pt76.jpg,AO1 Control 5-4 32,4,0
eggs0countCO1 Control 5-4 40 pt98.jpg,CO1 Control 5-4 40,0,0
eggs0countACO1 Control 5-4 13 pt33.jpg,ACO1 Control 5-4 13,4,0
eggs0countnCO1 Lithium 5-4 20 pt17.jpg,nCO1 Lithium 5-4 20,2,0
eggs4countnCO1 Lithium 5-4 31 pt75.jpg,nCO1 Lithium 5-4 31,7,4
eggs2countCO1 Lithium 5-4 7 pt75.jpg,CO1 Lithium 5-4 7,3,2
eggs0countnCO1 Control 5-4 8 pt97.jpg,nCO1 Control 5-4 8,0,0
eggs0countACO1 Control 5-4 43 pt52.jpg,ACO1 Control 5-4 43,0,0
eggs0countACO1 Lithium 5-4 37 pt13.jpg,ACO1 Lithium 5-4 37,0,0
eggs1countCO1 Control 5-4 42 pt88.jpg,CO1 Control 5-4 42,0,1
eggs2countCO1 Control 5-4 9 pt69.jpg,CO1 Control 5-4 9,4,2
eggs0countACO1 Lithium 5-4 29 pt16.jpg,ACO1 Lithium 5-4 29,0,0
eggs0countCO1 Lithium 5-4 49 pt54.jpg,CO1 Lithium 5-4 49,0,0
eggs0countAO1 Lithium 5-4 44 pt50.jpg,AO1 Lithium 5-4 44,0,0
eggs0countAO1 Lithium 5-4 48 pt60.jpg,AO1 Lithium 5-4 48,0,0
eggs0countAO1 Lithium 5-4 13 pt58.jpg,AO1 Lithium 5-4 13,0,0
eggs0countCO1 Lithium 5-4 40 pt82.jpg,CO1 Lithium 5-4 40,0,0
eggs2countACO1 Lithium 5-4 8 pt44.jpg,ACO1 Lithium 5-4 8,2,2
eggs0countCO1 Lithium 5-4 25 pt17.jpg,CO1 Lithium 5-4 25,0,0
eggs0countAO1 Control 5-4 18 pt23.jpg,AO1 Control 5-4 18,0,0
eggs0countCO1 Lithium 5-4 4 pt12.jpg,CO1 Lithium 5-4 4,0,0
eggs1countACO1 Lithium 5-4 18 pt14.jpg,ACO1 Lithium 5-4 18,3,1
eggs0countCO1 Lithium 5-4 43 pt61.jpg,CO1 Lithium 5-4 43,0,0
eggs0countACO1 Lithium 5-4 18 pt61.jpg,ACO1 Lithium 5-4 18,0,0
eggs0countnCO1 Control 5-4 48 pt41.jpg,nCO1 Control 5-4 48,0,0
eggs1countnCO1 Lithium 5-4 10 pt47.jpg,nCO1 Lithium 5-4 10,3,1
eggs0countAO1 Lithium 5-4 26 pt31.jpg,AO1 Lithium 5-4 26,0,0
eggs0countCO1 Lithium 5-4 22 pt26.jpg,CO1 Lithium 5-4 22,0,0
eggs0countAO1 Lithium 5-4 5 pt30.jpg,AO1 Lithium 5-4 5,0,0
eggs0countCO1 Lithium 5-4 26 pt36.jpg,CO1 Lithium 5-4 26,3,0
eggs0countACO1 Control 5-4 13 pt7.jpg,ACO1 Control 5-4 13,0,0
eggs0countACO1 Lithium 5-4 2 pt42.jpg,ACO1 Lithium 5-4 2,0,0
eggs0countAO1 Lithium 5-4 1 pt74.jpg,AO1 Lithium 5-4 1,0,0
eggs2countCO1 Control 5-4 28 pt78.jpg,CO1 Control 5-4 28,3,2
eggs0countACO1 Control 5-4 1 pt9.jpg,ACO1 Control 5-4 1,0,0
eggs0countCO1 Control 5-4 41 pt17.jpg,CO1 Control 5-4 41,3,0
eggs0countnCO1 Control 5-4 46 pt78.jpg,nCO1 Control 5-4 46,0,0
eggs0countCO1 Control 5-4 26 pt9.jpg,CO1 Control 5-4 26,0,0
eggs0countACO1 Control 5-4 21 pt46.jpg,ACO1 Control 5-4 21,0,0
eggs0countCO1 Lithium 5-4 42 pt4.jpg,CO1 Lithium 5-4 42,2,0
eggs0countAO1 Control 5-4 18 pt38.jpg,AO1 Control 5-4 18,3,0
eggs0countnCO1 Control 5-4 48 pt79.jpg,nCO1 Control 5-4 48,0,0
eggs0countACO1 Control 5-4 18 pt72.jpg,ACO1 Control 5-4 18,0,0
eggs0countACO1 Lithium 5-4 15 pt47.jpg,ACO1 Lithium 5-4 15,0,0
eggs0countAO1 Lithium 5-4 3 pt29.jpg,AO1 Lithium 5-4 3,0,0
eggs0countAO1 Control 5-4 29 pt76.jpg,AO1 Control 5-4 29,0,0
eggs0countACO1 Control 5-4 8 pt52.jpg,ACO1 Control 5-4 8,0,0
eggs0countAO1 Lithium 5-4 9 pt74.jpg,AO1 Lithium 5-4 9,3,0
eggs0countACO1 Lithium 5-4 3 pt75.jpg,ACO1 Lithium 5-4 3,0,0
eggs0countACO1 Lithium 5-4 38 pt77.jpg,ACO1 Lithium 5-4 38,0,0
eggs0countACO1 Control 5-4 42 pt1.jpg,ACO1 Control 5-4 42,0,0
eggs0countnCO1 Control 5-4 22 pt2.jpg,nCO1 Control 5-4 22,0,0
eggs0countAO1 Lithium 5-4 20 pt35.jpg,AO1 Lithium 5-4 20,0,0
eggs0countnCO1 Lithium 5-4 3 pt32.jpg,nCO1 Lithium 5-4 3,2,0
eggs3countnCO1 Lithium 5-4 1 pt38.jpg,nCO1 Lithium 5-4 1,4,3
eggs0countnCO1 Lithium 5-4 4 pt94.jpg,nCO1 Lithium 5-4 4,0,0
eggs0countACO1 Control 5-4 27 pt25.jpg,ACO1 Control 5-4 27,0,0
eggs0countACO1 Control 5-4 39 pt88.jpg,ACO1 Control 5-4 39,0,0
eggs0countACO1 Control 5-4 13 pt19.jpg,ACO1 Control 5-4 13,0,0
eggs0countCO1 Control 5-4 40 pt74.jpg,CO1 Control 5-4 40,0,0
eggs0countACO1 Control 5-4 46 pt61.jpg,ACO1 Control 5-4 46,0,0
eggs0countCO1 Lithium 5-4 14 pt85.jpg,CO1 Lithium 5-4 14,0,0
eggs0countCO1 Control 5-4 16 pt90.jpg,CO1 Control 5-4 16,0,0
