ImageName,Count
2 24 D3 56,59.0
2 24 D3 57,55.0
2 24 D3 58,32.0
2 24 D3 59,37.0
2 24 D3 60,31.0
2 25 D4 1,32.0
2 25 D4 2,37.0
2 25 D4 3,76.0
2 25 D4 4,48.0
2 25 D4 5,37.0
2 25 D4 6,48.0
2 25 D4 7,40.0
2 25 D4 8,56.0
2 25 D4 9,73.0
2 25 D4 10,87.0
2 25 D4 11,55.0
2 25 D4 12,81.0
2 25 D4 13,52.0
2 25 D4 14,64.0
2 25 D4 15,60.0
2 25 D4 16,68.0
2 25 D4 17,80.0
2 25 D4 18,78.0
2 25 D4 19,64.0
2 25 D4 20,66.0
2 25 D4 21,77.0
2 25 D4 22,63.0
2 25 D4 23,74.0
2 25 D4 24,74.0
2 25 D4 25,51.0
2 25 D4 26,46.0
2 25 D4 27,29.0
2 25 D4 28,51.0
2 25 D4 29,21.0
2 25 D4 30,57.0
2 25 D4 31,19.0
2 25 D4 32,56.0
2 25 D4 33,64.0
2 25 D4 34,40.0
2 25 D4 35,49.0
2 25 D4 36,43.0
2 25 D4 37,27.0
2 25 D4 38,10.0
2 25 D4 39,17.0
2 25 D4 40,71.0
2 25 D4 41,44.0
2 25 D4 42,63.0
2 25 D4 43,54.0
2 25 D4 44,53.0
2 25 D4 45,58.0
2 25 D4 46,60.0
2 25 D4 47,55.0
2 25 D4 48,88.0
2 25 D4 49,54.0
2 25 D4 50,62.0
2 25 D4 51,51.0
2 25 D4 52,58.0
2 25 D4 53,59.0
2 25 D4 54,69.0
2 25 D4 55,45.0
2 25 D4 56,63.0
2 25 D4 57,41.0
2 25 D4 58,48.0
2 25 D4 59,68.0
2 25 D4 60,75.0
2 26 D5 1,37.0
2 26 D5 2,52.0
2 26 D5 3,63.0
2 26 D5 4,86.0
2 26 D5 5,46.0
2 26 D5 6,51.0
2 26 D5 7,73.0
2 26 D5 8,63.0
2 26 D5 9,49.0
2 26 D5 10,57.0
2 26 D5 11,44.0
2 26 D5 12,77.0
2 26 D5 13,45.0
2 26 D5 14,53.0
2 26 D5 15,41.0
2 26 D5 16,77.0
2 26 D5 17,75.0
2 26 D5 18,36.0
2 26 D5 19,64.0
2 26 D5 20,58.0
2 26 D5 21,48.0
2 26 D5 22,70.0
2 26 D5 23,47.0
2 26 D5 24,47.0
2 26 D5 25,56.0
2 26 D5 26,51.0
2 26 D5 27,86.0
2 26 D5 28,63.0
2 26 D5 29,47.0
2 26 D5 30,48.0
2 26 D5 31,54.0
2 26 D5 32,80.0
2 26 D5 33,14.0
2 26 D5 34,19.0
2 26 D5 35,35.0
2 26 D5 36,35.0
2 26 D5 37,64.0
2 26 D5 38,45.0
2 26 D5 39,54.0
2 26 D5 40,58.0
2 26 D5 41,113.0
2 26 D5 42,53.0
2 26 D5 43,54.0
2 26 D5 44,64.0
2 26 D5 45,41.0
2 26 D5 46,34.0
2 26 D5 47,29.0
2 26 D5 48,78.0
2 26 D5 49,47.0
2 26 D5 50,55.0
2 26 D5 51,54.0
2 26 D5 52,51.0
2 26 D5 53,34.0
2 26 D5 54,48.0
2 26 D5 55,14.0
2 26 D5 56,39.0
2 26 D5 57,56.0
2 26 D5 58,66.0
2 26 D5 59,65.0
2 26 D5 60,56.0
2 23 C1 1,36.0
2 23 C1 2,67.0
2 23 C1 3,74.0
2 23 C1 4,75.0
2 23 C1 5,58.0
2 23 C1 6,59.0
2 23 C1 7,49.0
2 23 C1 8,92.0
2 23 C1 9,38.0
2 23 C1 10,61.0
2 23 C1 11,55.0
2 23 C1 12,59.0
2 23 C1 13,58.0
2 23 C1 14,25.0
2 23 C1 15,72.0
2 23 C1 16,51.0
2 23 C1 17,62.0
2 23 C1 18,49.0
2 23 C1 19,57.0
2 23 C1 20,63.0
2 23 C1 21,37.0
2 23 C1 22,74.0
2 23 C1 23,55.0
2 23 C1 24,53.0
2 23 C1 25,47.0
2 23 C1 26,55.0
2 23 C1 27,44.0
2 23 C1 28,79.0
2 23 C1 29,44.0
2 23 C1 30,51.0
2 23 C1 31,61.0
2 23 C1 32,47.0
2 23 C1 33,50.0
2 23 C1 34,69.0
2 23 C1 35,52.0
2 23 C1 36,74.0
2 23 C1 37,66.0
2 23 C1 38,78.0
2 23 C1 39,54.0
2 23 C1 40,58.0
2 23 C1 41,70.0
2 23 C1 42,47.0
2 23 C1 43,56.0
2 23 C1 44,64.0
2 23 C1 45,83.0
2 23 C1 46,75.0
2 23 C1 47,43.0
2 23 C1 48,72.0
2 23 C1 49,70.0
2 23 C1 50,68.0
2 23 C1 51,39.0
2 23 C1 52,81.0
2 23 C1 53,53.0
2 23 C1 54,59.0
2 23 C1 55,49.0
2 23 C1 56,79.0
2 23 C1 57,86.0
2 23 C1 58,14.0
2 23 C1 59,98.0
2 23 C1 60,52.0
2 24 C2 1,1.0
2 24 C2 2,68.0
2 24 C2 3,77.0
2 24 C2 4,49.0
2 24 C2 5,42.0
2 24 C2 6,18.0
2 24 C2 7,51.0
2 24 C2 8,83.0
2 24 C2 9,57.0
2 24 C2 10,43.0
2 24 C2 11,69.0
2 24 C2 12,49.0
2 24 C2 13,85.0
2 24 C2 14,73.0
2 24 C2 15,43.0
2 24 C2 16,47.0
2 24 C2 17,58.0
2 24 C2 18,56.0
2 24 C2 19,49.0
2 24 C2 20,59.0
2 24 C2 21,29.0
2 24 C2 22,58.0
2 24 C2 23,75.0
2 24 C2 24,42.0
2 24 C2 25,51.0
2 24 C2 26,36.0
2 24 C2 27,58.0
2 24 C2 28,49.0
2 24 C2 29,59.0
2 24 C2 30,59.0
2 24 C2 31,64.0
2 24 C2 32,53.0
2 24 C2 33,50.0
2 24 C2 34,70.0
2 24 C2 35,74.0
2 24 C2 36,67.0
2 24 C2 37,58.0
2 24 C2 38,44.0
2 24 C2 39,51.0
2 24 C2 40,68.0
2 24 C2 41,64.0
2 24 C2 42,49.0
2 24 C2 43,49.0
2 24 C2 44,47.0
2 24 C2 45,48.0
2 24 C2 46,58.0
2 24 C2 47,57.0
2 24 C2 48,67.0
2 24 C2 49,46.0
2 24 C2 50,45.0
2 24 C2 51,50.0
2 24 C2 52,50.0
2 24 C2 53,65.0
2 24 C2 54,40.0
2 24 C2 55,66.0
2 24 C2 56,41.0
2 24 C2 57,60.0
2 24 C2 58,51.0
2 24 C2 59,62.0
2 24 C2 60,69.0
2 25 C3 1,67.0
2 25 C3 2,52.0
2 25 C3 3,88.0
2 25 C3 4,62.0
2 25 C3 5,50.0
2 25 C3 6,46.0
2 25 C3 7,69.0
2 25 C3 8,92.0
2 25 C3 9,69.0
2 25 C3 10,52.0
2 25 C3 11,57.0
2 25 C3 12,32.0
2 25 C3 13,89.0
2 25 C3 14,35.0
2 25 C3 15,53.0
2 25 C3 16,63.0
2 25 C3 17,50.0
2 25 C3 18,45.0
2 25 C3 19,68.0
2 25 C3 20,63.0
2 25 C3 21,46.0
2 25 C3 22,64.0
2 25 C3 23,68.0
2 25 C3 24,93.0
2 25 C3 25,49.0
2 25 C3 26,19.0
2 25 C3 27,43.0
2 25 C3 28,48.0
2 25 C3 29,67.0
2 25 C3 30,31.0
2 25 C3 31,49.0
2 25 C3 32,75.0
2 25 C3 33,38.0
2 25 C3 34,54.0
2 25 C3 35,49.0
2 25 C3 36,75.0
2 25 C3 37,80.0
2 25 C3 38,21.0
2 25 C3 39,39.0
2 25 C3 40,56.0
2 25 C3 41,84.0
2 25 C3 42,60.0
2 25 C3 43,51.0
2 25 C3 44,75.0
2 25 C3 45,60.0
2 25 C3 46,2.0
2 25 C3 47,34.0
2 25 C3 48,46.0
2 25 C3 49,61.0
2 25 C3 50,69.0
2 25 C3 51,44.0
2 25 C3 52,63.0
2 25 C3 53,28.0
2 25 C3 54,54.0
2 25 C3 55,66.0
2 25 C3 56,38.0
2 25 C3 57,46.0
2 25 C3 58,53.0
2 25 C3 59,31.0
2 25 C3 60,29.0
2 26 C4 1,44.0
2 26 C4 2,49.0
2 26 C4 3,87.0
2 26 C4 4,2.0
2 26 C4 5,7.0
2 26 C4 6,81.0
2 26 C4 7,82.0
2 26 C4 8,73.0
2 26 C4 9,45.0
2 26 C4 10,71.0
2 26 C4 11,61.0
2 26 C4 12,49.0
2 26 C4 13,82.0
2 26 C4 14,43.0
2 26 C4 15,75.0
2 26 C4 16,87.0
2 26 C4 17,71.0
2 26 C4 18,88.0
2 26 C4 19,70.0
2 26 C4 20,77.0
2 26 C4 21,84.0
2 26 C4 22,82.0
2 26 C4 23,53.0
2 26 C4 24,45.0
2 26 C4 25,83.0
2 26 C4 26,nan
2 26 C4 27,58.0
2 26 C4 28,61.0
2 26 C4 29,70.0
2 26 C4 30,72.0
2 26 C4 31,67.0
2 26 C4 32,68.0
2 26 C4 33,39.0
2 26 C4 34,53.0
2 26 C4 35,82.0
2 26 C4 36,42.0
2 26 C4 37,70.0
2 26 C4 38,58.0
2 26 C4 39,64.0
2 26 C4 40,70.0
2 26 C4 41,82.0
2 26 C4 42,56.0
2 26 C4 43,40.0
2 26 C4 44,76.0
2 26 C4 45,34.0
2 26 C4 46,71.0
2 26 C4 47,88.0
2 26 C4 48,56.0
2 26 C4 49,52.0
2 26 C4 50,42.0
2 26 C4 51,57.0
2 26 C4 52,81.0
2 26 C4 53,51.0
2 26 C4 54,24.0
2 26 C4 55,74.0
2 26 C4 56,60.0
2 26 C4 57,47.0
2 26 C4 58,80.0
2 26 C4 59,31.0
2 26 C4 60,62.0
2 27 C5 1,84.0
2 27 C5 2,27.0
2 27 C5 3,53.0
2 27 C5 4,34.0
2 27 C5 5,53.0
2 27 C5 6,27.0
2 27 C5 7,62.0
2 27 C5 8,58.0
2 27 C5 9,67.0
2 27 C5 10,60.0
2 27 C5 11,42.0
2 27 C5 12,11.0
2 27 C5 13,56.0
2 27 C5 14,32.0
2 27 C5 15,4.0
2 27 C5 16,65.0
2 27 C5 17,24.0
2 27 C5 18,52.0
2 27 C5 19,65.0
2 27 C5 20,28.0
2 27 C5 21,50.0
2 27 C5 22,67.0
2 27 C5 23,51.0
2 27 C5 24,55.0
2 27 C5 25,36.0
2 27 C5 26,38.0
2 27 C5 27,77.0
2 27 C5 28,98.0
2 27 C5 29,35.0
2 27 C5 30,30.0
2 27 C5 31,44.0
2 27 C5 32,48.0
2 27 C5 33,71.0
2 27 C5 34,47.0
2 27 C5 35,64.0
2 27 C5 36,60.0
2 27 C5 37,22.0
2 27 C5 38,31.0
2 27 C5 39,64.0
2 27 C5 40,59.0
2 27 C5 41,35.0
2 27 C5 42,26.0
2 27 C5 43,63.0
2 27 C5 44,42.0
2 27 C5 45,65.0
2 27 C5 46,42.0
2 27 C5 47,19.0
2 27 C5 48,57.0
2 27 C5 49,24.0
2 27 C5 50,1.0
2 27 C5 51,54.0
2 27 C5 52,27.0
2 27 C5 53,29.0
2 27 C5 54,30.0
2 27 C5 55,10.0
2 27 C5 56,59.0
2 27 C5 57,62.0
2 27 C5 58,45.0
2 27 C5 59,31.0
2 27 C5 60,22.0
2 23 D1 1,23.0
2 23 D1 2,73.0
2 23 D1 3,66.0
2 23 D1 4,75.0
2 23 D1 5,56.0
2 23 D1 6,58.0
2 23 D1 7,63.0
2 23 D1 8,68.0
2 23 D1 9,43.0
2 23 D1 10,67.0
2 23 D1 11,79.0
2 23 D1 12,62.0
2 23 D1 13,64.0
2 23 D1 14,61.0
2 23 D1 15,69.0
2 23 D1 16,66.0
2 23 D1 17,51.0
2 23 D1 18,38.0
2 23 D1 19,81.0
2 23 D1 20,43.0
2 23 D1 21,46.0
2 23 D1 22,69.0
2 23 D1 23,56.0
2 23 D1 24,60.0
2 23 D1 25,58.0
2 23 D1 26,65.0
2 23 D1 27,60.0
2 23 D1 28,39.0
2 23 D1 29,76.0
2 23 D1 30,61.0
2 23 D1 31,67.0
2 23 D1 32,81.0
2 23 D1 33,69.0
2 23 D1 34,58.0
2 23 D1 35,68.0
2 23 D1 36,2.0
2 23 D1 37,50.0
2 23 D1 38,71.0
2 23 D1 39,55.0
2 23 D1 40,66.0
2 23 D1 41,42.0
2 23 D1 42,30.0
2 23 D1 43,61.0
2 23 D1 44,48.0
2 23 D1 45,51.0
2 23 D1 46,42.0
2 23 D1 47,114.0
2 23 D1 48,57.0
2 23 D1 49,50.0
2 23 D1 50,50.0
2 23 D1 51,71.0
2 23 D1 52,66.0
2 23 D1 53,54.0
2 23 D1 54,49.0
2 23 D1 55,56.0
2 23 D1 56,53.0
2 23 D1 57,50.0
2 23 D1 58,74.0
2 23 D1 59,38.0
2 23 D1 60,39.0
2 24 D2 1,62.0
2 24 D2 2,84.0
2 24 D2 3,47.0
2 24 D2 4,76.0
2 24 D2 5,46.0
2 24 D2 6,64.0
2 24 D2 7,59.0
2 24 D2 8,76.0
2 24 D2 9,43.0
2 24 D2 10,61.0
2 24 D2 11,65.0
2 24 D2 12,75.0
2 24 D2 13,67.0
2 24 D2 14,76.0
2 24 D2 15,53.0
2 24 D2 16,57.0
2 24 D2 17,72.0
2 24 D2 18,62.0
2 24 D2 19,59.0
2 24 D2 20,56.0
2 24 D2 21,52.0
2 24 D2 22,42.0
2 24 D2 23,50.0
2 24 D2 24,68.0
2 24 D2 25,36.0
2 24 D2 26,41.0
2 24 D2 27,49.0
2 24 D2 28,55.0
2 24 D2 29,48.0
2 24 D2 30,38.0
2 24 D2 31,63.0
2 24 D2 32,68.0
2 24 D2 33,58.0
2 24 D2 34,87.0
2 24 D2 35,37.0
2 24 D2 36,28.0
2 24 D2 37,54.0
2 24 D2 38,55.0
2 24 D2 39,86.0
2 24 D2 40,64.0
2 24 D2 41,78.0
2 24 D2 42,74.0
2 24 D2 43,81.0
2 24 D2 44,62.0
2 24 D2 45,26.0
2 24 D2 46,62.0
2 24 D2 47,58.0
2 24 D2 48,50.0
2 24 D2 49,79.0
2 24 D2 50,40.0
2 24 D2 51,46.0
2 24 D2 52,38.0
2 24 D2 53,37.0
2 24 D2 54,46.0
2 24 D2 55,50.0
2 24 D2 56,56.0
2 24 D2 57,59.0
2 24 D2 58,61.0
2 24 D2 59,60.0
2 24 D2 60,69.0
2 25 D3 1,62.0
2 25 D3 2,80.0
2 25 D3 3,36.0
2 25 D3 4,80.0
2 25 D3 5,75.0
2 25 D3 6,81.0
2 25 D3 7,80.0
2 25 D3 8,66.0
2 25 D3 9,62.0
2 25 D3 10,58.0
2 25 D3 11,73.0
2 25 D3 12,29.0
2 25 D3 13,53.0
2 25 D3 14,57.0
2 25 D3 15,68.0
2 25 D3 16,55.0
2 25 D3 17,46.0
2 25 D3 18,2.0
2 25 D3 19,30.0
2 25 D3 20,73.0
2 25 D3 21,60.0
2 25 D3 22,54.0
2 25 D3 23,70.0
2 25 D3 24,59.0
2 25 D3 25,76.0
2 25 D3 26,92.0
2 25 D3 27,82.0
2 25 D3 28,45.0
2 25 D3 29,62.0
2 25 D3 30,65.0
2 25 D3 31,58.0
2 25 D3 32,57.0
2 25 D3 33,50.0
2 25 D3 34,28.0
2 25 D3 35,87.0
2 25 D3 36,80.0
2 25 D3 37,55.0
2 25 D3 38,67.0
2 25 D3 39,43.0
2 25 D3 40,53.0
2 25 D3 41,45.0
2 25 D3 42,54.0
2 25 D3 43,10.0
2 25 D3 44,71.0
2 25 D3 45,60.0
2 25 D3 46,58.0
2 25 D3 47,63.0
2 25 D3 48,50.0
2 25 D3 49,85.0
2 25 D3 50,18.0
2 25 D3 51,75.0
2 25 D3 52,58.0
2 25 D3 53,69.0
2 25 D3 54,21.0
2 25 D3 55,57.0
2 25 D3 56,80.0
2 25 D3 57,70.0
2 25 D3 58,72.0
2 25 D3 59,62.0
2 25 D3 60,15.0
2 26 D4 1,44.0
2 26 D4 2,55.0
2 26 D4 3,76.0
2 26 D4 4,38.0
2 26 D4 5,58.0
2 26 D4 6,64.0
2 26 D4 7,86.0
2 26 D4 8,53.0
2 26 D4 9,83.0
2 26 D4 10,99.0
2 26 D4 11,40.0
2 26 D4 12,64.0
2 26 D4 13,67.0
2 26 D4 14,64.0
2 26 D4 15,62.0
2 26 D4 16,80.0
2 26 D4 17,94.0
2 26 D4 18,89.0
2 26 D4 19,76.0
2 26 D4 20,67.0
2 26 D4 21,84.0
2 26 D4 22,52.0
2 26 D4 23,93.0
2 26 D4 24,84.0
2 26 D4 25,74.0
2 26 D4 26,81.0
2 26 D4 27,70.0
2 26 D4 28,79.0
2 26 D4 29,44.0
2 26 D4 30,60.0
2 26 D4 31,51.0
2 26 D4 32,65.0
2 26 D4 33,88.0
2 26 D4 34,51.0
2 26 D4 35,53.0
2 26 D4 36,58.0
2 26 D4 37,51.0
2 26 D4 38,48.0
2 26 D4 39,36.0
2 26 D4 40,84.0
2 26 D4 41,52.0
2 26 D4 42,78.0
2 26 D4 43,60.0
2 26 D4 44,44.0
2 26 D4 45,86.0
2 26 D4 46,68.0
2 26 D4 47,83.0
2 26 D4 48,67.0
2 26 D4 49,68.0
2 26 D4 50,82.0
2 26 D4 51,54.0
2 26 D4 52,72.0
2 26 D4 53,68.0
2 26 D4 54,47.0
2 26 D4 55,69.0
2 26 D4 56,46.0
2 26 D4 57,68.0
2 26 D4 58,72.0
2 26 D4 59,42.0
2 26 D4 60,77.0
2 27 D5 1,46.0
2 27 D5 2,59.0
2 27 D5 3,46.0
2 27 D5 4,57.0
2 27 D5 5,33.0
2 27 D5 6,62.0
2 27 D5 7,58.0
2 27 D5 8,60.0
2 27 D5 9,47.0
2 27 D5 10,63.0
2 27 D5 11,56.0
2 27 D5 12,77.0
2 27 D5 13,48.0
2 27 D5 14,36.0
2 27 D5 15,60.0
2 27 D5 16,43.0
2 27 D5 17,59.0
2 27 D5 18,46.0
2 27 D5 19,57.0
2 27 D5 20,46.0
2 27 D5 21,54.0
2 27 D5 22,58.0
2 27 D5 23,46.0
2 27 D5 24,40.0
2 27 D5 25,33.0
2 27 D5 26,38.0
2 27 D5 27,64.0
2 27 D5 28,36.0
2 27 D5 29,43.0
2 27 D5 30,51.0
2 27 D5 31,46.0
2 27 D5 32,48.0
2 27 D5 33,37.0
2 27 D5 34,43.0
2 27 D5 35,42.0
2 27 D5 36,48.0
2 27 D5 37,52.0
2 27 D5 38,45.0
2 27 D5 39,54.0
2 27 D5 40,36.0
2 27 D5 41,70.0
2 27 D5 42,42.0
2 27 D5 43,56.0
2 27 D5 44,43.0
2 27 D5 45,49.0
2 27 D5 46,45.0
2 27 D5 47,19.0
2 27 D5 48,57.0
2 27 D5 49,62.0
2 27 D5 50,44.0
2 27 D5 51,48.0
2 27 D5 52,71.0
2 27 D5 53,48.0
2 27 D5 54,59.0
2 27 D5 55,56.0
2 27 D5 56,29.0
2 27 D5 57,46.0
2 27 D5 58,64.0
2 27 D5 59,58.0
2 27 D5 60,59.0
2 24 C1 1,46.0
2 24 C1 2,53.0
2 24 C1 3,48.0
2 24 C1 4,55.0
2 24 C1 5,46.0
2 24 C1 6,57.0
2 24 C1 7,43.0
2 24 C1 8,49.0
2 24 C1 9,46.0
2 24 C1 10,65.0
2 24 C1 11,42.0
2 24 C1 12,67.0
2 24 C1 13,77.0
2 24 C1 14,62.0
2 24 C1 15,36.0
2 24 C1 16,73.0
2 24 C1 17,71.0
2 24 C1 18,60.0
2 24 C1 19,57.0
2 24 C1 20,43.0
2 24 C1 21,55.0
2 24 C1 22,64.0
2 24 C1 23,49.0
2 24 C1 24,53.0
2 24 C1 25,39.0
2 24 C1 26,65.0
2 24 C1 27,38.0
2 24 C1 28,48.0
2 24 C1 29,35.0
2 24 C1 30,50.0
2 24 C1 31,67.0
2 24 C1 32,56.0
2 24 C1 33,13.0
2 24 C1 34,60.0
2 24 C1 35,51.0
2 24 C1 36,58.0
2 24 C1 37,54.0
2 24 C1 38,60.0
2 24 C1 39,52.0
2 24 C1 40,65.0
2 24 C1 41,57.0
2 24 C1 42,50.0
2 24 C1 43,63.0
2 24 C1 44,68.0
2 24 C1 45,68.0
2 24 C1 46,59.0
2 24 C1 47,52.0
2 24 C1 48,61.0
2 24 C1 49,55.0
2 24 C1 50,54.0
2 24 C1 51,24.0
2 24 C1 52,81.0
2 24 C1 53,58.0
2 24 C1 54,52.0
2 24 C1 55,41.0
2 24 C1 56,57.0
2 24 C1 57,95.0
2 24 C1 58,10.0
2 24 C1 59,87.0
2 24 C1 60,28.0
2 25 C2 1,52.0
2 25 C2 2,65.0
2 25 C2 3,83.0
2 25 C2 4,68.0
2 25 C2 5,45.0
2 25 C2 6,24.0
2 25 C2 7,78.0
2 25 C2 8,82.0
2 25 C2 9,62.0
2 25 C2 10,62.0
2 25 C2 11,94.0
2 25 C2 12,68.0
2 25 C2 13,108.0
2 25 C2 14,86.0
2 25 C2 15,61.0
2 25 C2 16,55.0
2 25 C2 17,85.0
2 25 C2 18,73.0
2 25 C2 19,47.0
2 25 C2 20,79.0
2 25 C2 21,41.0
2 25 C2 22,96.0
2 25 C2 23,72.0
2 25 C2 24,63.0
2 25 C2 25,40.0
2 25 C2 26,28.0
2 25 C2 27,63.0
2 25 C2 28,58.0
2 25 C2 29,74.0
2 25 C2 30,67.0
2 25 C2 31,56.0
2 25 C2 32,56.0
2 25 C2 33,67.0
2 25 C2 34,65.0
2 25 C2 35,71.0
2 25 C2 36,71.0
2 25 C2 37,11.0
2 25 C2 38,47.0
2 25 C2 39,70.0
2 25 C2 40,77.0
2 25 C2 41,66.0
2 25 C2 42,54.0
2 25 C2 43,31.0
2 25 C2 44,72.0
2 25 C2 45,50.0
2 25 C2 46,75.0
2 25 C2 47,42.0
2 25 C2 48,57.0
2 25 C2 49,60.0
2 25 C2 50,52.0
2 25 C2 51,45.0
2 25 C2 52,65.0
2 25 C2 53,52.0
2 25 C2 54,32.0
2 25 C2 55,20.0
2 25 C2 56,58.0
2 25 C2 57,62.0
2 25 C2 58,48.0
2 25 C2 59,38.0
2 25 C2 60,68.0
2 26 C3 1,63.0
2 26 C3 2,58.0
2 26 C3 3,67.0
2 26 C3 4,62.0
2 26 C3 5,53.0
2 26 C3 6,67.0
2 26 C3 7,61.0
2 26 C3 8,82.0
2 26 C3 9,58.0
2 26 C3 10,57.0
2 26 C3 11,45.0
2 26 C3 12,59.0
2 26 C3 13,76.0
2 26 C3 14,16.0
2 26 C3 15,75.0
2 26 C3 16,19.0
2 26 C3 17,73.0
2 26 C3 18,42.0
2 26 C3 19,70.0
2 26 C3 20,73.0
2 26 C3 21,28.0
2 26 C3 22,70.0
2 26 C3 23,37.0
2 26 C3 24,0.0
2 26 C3 25,60.0
2 26 C3 26,0.0
2 26 C3 27,53.0
2 26 C3 28,59.0
2 26 C3 29,61.0
2 26 C3 30,38.0
2 26 C3 31,75.0
2 26 C3 32,55.0
2 26 C3 33,66.0
2 26 C3 34,13.0
2 26 C3 35,20.0
2 26 C3 36,80.0
2 26 C3 37,61.0
2 26 C3 38,60.0
2 26 C3 39,53.0
2 26 C3 40,47.0
2 26 C3 41,43.0
2 26 C3 42,67.0
2 26 C3 43,47.0
2 26 C3 44,73.0
2 26 C3 45,63.0
2 26 C3 46,10.0
2 26 C3 47,41.0
2 26 C3 48,44.0
2 26 C3 49,49.0
2 26 C3 50,63.0
2 26 C3 51,42.0
2 26 C3 52,65.0
2 26 C3 53,37.0
2 26 C3 54,50.0
2 26 C3 55,62.0
2 26 C3 56,45.0
2 26 C3 57,64.0
2 26 C3 58,42.0
2 26 C3 59,27.0
2 26 C3 60,38.0
2 27 C4 1,55.0
2 27 C4 2,49.0
2 27 C4 3,36.0
2 27 C4 4,29.0
2 27 C4 5,4.0
2 27 C4 6,58.0
2 27 C4 7,65.0
2 27 C4 8,54.0
2 27 C4 9,17.0
2 27 C4 10,36.0
2 27 C4 11,53.0
2 27 C4 12,54.0
2 27 C4 13,47.0
2 27 C4 14,40.0
2 27 C4 15,58.0
2 27 C4 16,58.0
2 27 C4 17,66.0
2 27 C4 18,73.0
2 27 C4 19,43.0
2 27 C4 20,59.0
2 27 C4 21,61.0
2 27 C4 22,54.0
2 27 C4 23,47.0
2 27 C4 24,31.0
2 27 C4 25,69.0
2 27 C4 26,nan
2 27 C4 27,46.0
2 27 C4 28,34.0
2 27 C4 29,56.0
2 27 C4 30,72.0
2 27 C4 31,52.0
2 27 C4 32,35.0
2 27 C4 33,47.0
2 27 C4 34,40.0
2 27 C4 35,46.0
2 27 C4 36,40.0
2 27 C4 37,59.0
2 27 C4 38,57.0
2 27 C4 39,57.0
2 27 C4 40,58.0
2 27 C4 41,76.0
2 27 C4 42,47.0
2 27 C4 43,45.0
2 27 C4 44,68.0
2 27 C4 45,26.0
2 27 C4 46,38.0
2 27 C4 47,87.0
2 27 C4 48,36.0
2 27 C4 49,53.0
2 27 C4 50,25.0
2 27 C4 51,49.0
2 27 C4 52,73.0
2 27 C4 53,53.0
2 27 C4 54,2.0
2 27 C4 55,74.0
2 27 C4 56,57.0
2 27 C4 57,58.0
2 27 C4 58,52.0
2 27 C4 59,29.0
2 27 C4 60,69.0
2 28 C5 1,71.0
2 28 C5 2,28.0
2 28 C5 3,51.0
2 28 C5 4,53.0
2 28 C5 5,68.0
2 28 C5 6,33.0
2 28 C5 7,58.0
2 28 C5 8,64.0
2 28 C5 9,56.0
2 28 C5 10,58.0
2 28 C5 11,44.0
2 28 C5 12,8.0
2 28 C5 13,52.0
2 28 C5 14,55.0
2 28 C5 15,0.0
2 28 C5 16,59.0
2 28 C5 17,59.0
2 28 C5 18,81.0
2 28 C5 19,81.0
2 28 C5 20,47.0
2 28 C5 21,53.0
2 28 C5 22,78.0
2 28 C5 23,58.0
2 28 C5 24,65.0
2 28 C5 25,46.0
2 28 C5 26,64.0
2 28 C5 27,71.0
2 28 C5 28,97.0
2 28 C5 29,33.0
2 28 C5 30,26.0
2 28 C5 31,60.0
2 28 C5 32,62.0
2 28 C5 33,74.0
2 28 C5 34,56.0
2 28 C5 35,78.0
2 28 C5 36,69.0
2 28 C5 37,61.0
2 28 C5 38,35.0
2 28 C5 39,46.0
2 28 C5 40,59.0
2 28 C5 41,44.0
2 28 C5 42,23.0
2 28 C5 43,55.0
2 28 C5 44,55.0
2 28 C5 45,79.0
2 28 C5 46,51.0
2 28 C5 47,4.0
2 28 C5 48,64.0
2 28 C5 49,55.0
2 28 C5 50,0.0
2 28 C5 51,56.0
2 28 C5 52,46.0
2 28 C5 53,56.0
2 28 C5 54,49.0
2 28 C5 55,15.0
2 28 C5 56,52.0
2 28 C5 57,4.0
2 28 C5 58,54.0
2 28 C5 59,25.0
2 28 C5 60,50.0
2 24 D1 1,29.0
2 24 D1 2,55.0
2 24 D1 3,67.0
2 24 D1 4,66.0
2 24 D1 5,45.0
2 24 D1 6,71.0
2 24 D1 7,53.0
2 24 D1 8,60.0
2 24 D1 9,30.0
2 24 D1 10,56.0
2 24 D1 11,49.0
2 24 D1 12,61.0
2 24 D1 13,63.0
2 24 D1 14,27.0
2 24 D1 15,67.0
2 24 D1 16,64.0
2 24 D1 17,53.0
2 24 D1 18,31.0
2 24 D1 19,62.0
2 24 D1 20,63.0
2 24 D1 21,21.0
2 24 D1 22,67.0
2 24 D1 23,78.0
2 24 D1 24,51.0
2 24 D1 25,50.0
2 24 D1 26,59.0
2 24 D1 27,71.0
2 24 D1 28,36.0
2 24 D1 29,60.0
2 24 D1 30,34.0
2 24 D1 31,46.0
2 24 D1 32,51.0
2 24 D1 33,74.0
2 24 D1 34,68.0
2 24 D1 35,74.0
2 24 D1 36,1.0
2 24 D1 37,52.0
2 24 D1 38,86.0
2 24 D1 39,47.0
2 24 D1 40,84.0
2 24 D1 41,38.0
2 24 D1 42,43.0
2 24 D1 43,58.0
2 24 D1 44,29.0
2 24 D1 45,40.0
2 24 D1 46,46.0
2 24 D1 47,99.0
2 24 D1 48,72.0
2 24 D1 49,77.0
2 24 D1 50,72.0
2 24 D1 51,68.0
