ImageName,RootImage,Bot,Human
eggs1countCO1 Control 5-3 8 pt37.jpg,CO1 Control 5-3 8,0,1
eggs0countNCO1 Lithium 5-3 10 pt20.jpg,NCO1 Lithium 5-3 10,0,0
eggs0countnCO1 Control 5-3 48 pt100.jpg,nCO1 Control 5-3 48,0,0
eggs0countnCO1 Control 5-3 10 pt10.jpg,nCO1 Control 5-3 10,0,0
eggs0countACO1 Control 5-3 21 pt54.jpg,ACO1 Control 5-3 21,0,0
eggs0countNCO1 Lithium 5-3 42 pt99.jpg,NCO1 Lithium 5-3 42,0,0
eggs0countCO1 Lithium 5-3 1 pt1.jpg,CO1 Lithium 5-3 1,0,0
eggs0countCO1 Lithium 5-3 10 pt11.jpg,CO1 Lithium 5-3 10,0,0
eggs0countAO1 Lithium 5-3 36 pt90.jpg,AO1 Lithium 5-3 36,0,0
eggs0countAO1 Lithium 5-3 22 pt7.jpg,AO1 Lithium 5-3 22,0,0
eggs0countACO1 Control 5-3 44 pt62.jpg,ACO1 Control 5-3 44,0,0
eggs4countNCO1 Lithium 5-3 46 pt31.jpg,NCO1 Lithium 5-3 46,0,4
eggs0countACO1 Lithium 5-3 29 pt97.jpg,ACO1 Lithium 5-3 29,0,0
eggs0countAO1 Lithium 5-3 40 pt9.jpg,AO1 Lithium 5-3 40,0,0
eggs0countACO1 Lithium 5-3 7 pt100.jpg,ACO1 Lithium 5-3 7,0,0
eggs0countCO1 Control 5-3 7 pt11.jpg,CO1 Control 5-3 7,0,0
eggs0countnCO1 Control 5-3 12 pt52.jpg,nCO1 Control 5-3 12,0,0
eggs0countCO1 Control 5-3 24 pt86.jpg,CO1 Control 5-3 24,0,0
eggs0countNCO1 Lithium 5-3 7 pt2.jpg,NCO1 Lithium 5-3 7,0,0
eggs0countnCO1 Control 5-3 27 pt31.jpg,nCO1 Control 5-3 27,0,0
eggs1countAO1 Control 5-3 44 pt38.jpg,AO1 Control 5-3 44,0,1
eggs5countAO1 Control 5-3 39 pt39.jpg,AO1 Control 5-3 39,0,5
eggs0countCO1 Control 5-3 14 pt11.jpg,CO1 Control 5-3 14,0,0
eggs0countnCO1 Control 5-3 19 pt9.jpg,nCO1 Control 5-3 19,0,0
eggs0countNCO1 Lithium 5-3 35 pt30.jpg,NCO1 Lithium 5-3 35,0,0
eggs0countACO1 Lithium 5-3 4 pt9.jpg,ACO1 Lithium 5-3 4,0,0
eggs0countnCO1 Control 5-3 22 pt94.jpg,nCO1 Control 5-3 22,0,0
eggs0countNCO1 Lithium 5-3 26 pt17.jpg,NCO1 Lithium 5-3 26,0,0
eggs0countNCO1 Lithium 5-3 22 pt40.jpg,NCO1 Lithium 5-3 22,0,0
eggs0countCO1 Lithium 5-3 1 pt2.jpg,CO1 Lithium 5-3 1,0,0
eggs0countAO1 Control 5-3 36 pt90.jpg,AO1 Control 5-3 36,0,0
eggs0countNCO1 Lithium 5-3 11 pt81.jpg,NCO1 Lithium 5-3 11,0,0
eggs0countACO1 Lithium 5-3 31 pt91.jpg,ACO1 Lithium 5-3 31,0,0
eggs0countACO1 Lithium 5-3 2 pt42.jpg,ACO1 Lithium 5-3 2,0,0
eggs0countnCO1 Control 5-3 25 pt89.jpg,nCO1 Control 5-3 25,0,0
eggs0countACO1 Lithium 5-3 8 pt27.jpg,ACO1 Lithium 5-3 8,0,0
eggs0countACO1 Lithium 5-3 42 pt8.jpg,ACO1 Lithium 5-3 42,0,0
eggs0countnCO1 Control 5-3 14 pt100.jpg,nCO1 Control 5-3 14,0,0
eggs0countAO1 Lithium 5-3 36 pt92.jpg,AO1 Lithium 5-3 36,0,0
eggs0countAO1 Control 5-3 39 pt93.jpg,AO1 Control 5-3 39,0,0
eggs0countAO1 Lithium 5-3 49 pt94.jpg,AO1 Lithium 5-3 49,0,0
eggs0countnCO1 Control 5-3 21 pt89.jpg,nCO1 Control 5-3 21,0,0
eggs0countACO1 Lithium 5-3 5 pt71.jpg,ACO1 Lithium 5-3 5,0,0
eggs0countACO1 Lithium 5-3 41 pt21.jpg,ACO1 Lithium 5-3 41,0,0
eggs0countAO1 Lithium 5-3 20 pt81.jpg,AO1 Lithium 5-3 20,0,0
eggs0countCO1 Control 5-3 34 pt62.jpg,CO1 Control 5-3 34,0,0
eggs0countCO1 Control 5-3 20 pt89.jpg,CO1 Control 5-3 20,0,0
eggs0countACO1 Lithium 5-3 21 pt89.jpg,ACO1 Lithium 5-3 21,0,0
eggs0countCO1 Lithium 5-3 7 pt12.jpg,CO1 Lithium 5-3 7,0,0
eggs0countnCO1 Control 5-3 7 pt80.jpg,nCO1 Control 5-3 7,0,0
eggs1countAO1 Lithium 5-3 44 pt56.jpg,AO1 Lithium 5-3 44,0,1
eggs0countnCO1 Control 5-3 35 pt37.jpg,nCO1 Control 5-3 35,0,0
eggs0countACO1 Lithium 5-3 18 pt75.jpg,ACO1 Lithium 5-3 18,0,0
eggs0countnCO1 Control 5-3 35(1) pt21.jpg,nCO1 Control 5-3 35(1),0,0
eggs0countnCO1 Control 5-3 49 pt90.jpg,nCO1 Control 5-3 49,0,0
eggs0countACO1 Control 5-3 35 pt3.jpg,ACO1 Control 5-3 35,0,0
eggs2countACO1 Lithium 5-3 3 pt14.jpg,ACO1 Lithium 5-3 3,0,2
eggs0countACO1 Lithium 5-3 16 pt5.jpg,ACO1 Lithium 5-3 16,0,0
eggs0countCO1 Lithium 5-3 22 pt93.jpg,CO1 Lithium 5-3 22,0,0
eggs0countNCO1 Lithium 5-3 9 pt21.jpg,NCO1 Lithium 5-3 9,0,0
eggs0countACO1 Control 5-3 17 pt44.jpg,ACO1 Control 5-3 17,0,0
eggs0countAO1 Control 5-3 40 pt1.jpg,AO1 Control 5-3 40,0,0
eggs0countnCO1 Control 5-3 21 pt90.jpg,nCO1 Control 5-3 21,0,0
eggs0countACO1 Lithium 5-3 16 pt54.jpg,ACO1 Lithium 5-3 16,0,0
eggs0countCO1 Lithium 5-3 17(1) pt53.jpg,CO1 Lithium 5-3 17(1),0,0
eggs1countCO1 Control 5-3 24 pt74.jpg,CO1 Control 5-3 24,0,1
eggs3countNCO1 Lithium 5-3 19 pt46.jpg,NCO1 Lithium 5-3 19,0,3
eggs0countnCO1 Control 5-3 27 pt71.jpg,nCO1 Control 5-3 27,0,0
eggs0countAO1 Control 5-3 16 pt91.jpg,AO1 Control 5-3 16,0,0
eggs1countAO1 Lithium 5-3 45 pt41.jpg,AO1 Lithium 5-3 45,0,1
eggs0countCO1 Control 5-3 46 pt98.jpg,CO1 Control 5-3 46,0,0
eggs0countCO1 Control 5-3 46 pt19.jpg,CO1 Control 5-3 46,0,0
eggs0countCO1 Lithium 5-3 1 pt15.jpg,CO1 Lithium 5-3 1,0,0
eggs0countNCO1 Lithium 5-3 15 pt2.jpg,NCO1 Lithium 5-3 15,0,0
eggs0countAO1 Control 5-3 38 pt68.jpg,AO1 Control 5-3 38,0,0
eggs0countCO1 Lithium 5-3 18 pt96.jpg,CO1 Lithium 5-3 18,0,0
eggs0countAO1 Lithium 5-3 29 pt11.jpg,AO1 Lithium 5-3 29,0,0
eggs0countAO1 Lithium 5-3 48 pt80.jpg,AO1 Lithium 5-3 48,0,0
eggs0countAO1 Lithium 5-3 34 pt10.jpg,AO1 Lithium 5-3 34,0,0
eggs0countAO1 Control 5-3 28 pt72.jpg,AO1 Control 5-3 28,0,0
eggs0countNCO1 Lithium 5-3 38 pt100.jpg,NCO1 Lithium 5-3 38,0,0
eggs0countCO1 Control 5-3 23 pt81.jpg,CO1 Control 5-3 23,0,0
eggs0countCO1 Control 5-3 27 pt38.jpg,CO1 Control 5-3 27,0,0
eggs0countCO1 Lithium 5-3 42 pt93.jpg,CO1 Lithium 5-3 42,0,0
eggs1countACO1 Control 5-3 10(1) pt49.jpg,ACO1 Control 5-3 10(1),0,1
eggs1countACO1 Lithium 5-3 25 pt17.jpg,ACO1 Lithium 5-3 25,0,1
eggs0countACO1 Lithium 5-3 37 pt93.jpg,ACO1 Lithium 5-3 37,0,0
eggs0countCO1 Control 5-3 38 pt40.jpg,CO1 Control 5-3 38,0,0
eggs0countACO1 Control 5-3 20 pt20.jpg,ACO1 Control 5-3 20,0,0
eggs0countACO1 Lithium 5-3 22 pt43.jpg,ACO1 Lithium 5-3 22,0,0
eggs3countNCO1 Lithium 5-3 20 pt69.jpg,NCO1 Lithium 5-3 20,0,3
eggs0countnCO1 Control 5-3 8 pt57.jpg,nCO1 Control 5-3 8,0,0
eggs0countACO1 Control 5-3 48 pt28.jpg,ACO1 Control 5-3 48,0,0
eggs0countNCO1 Lithium 5-3 44 pt99.jpg,NCO1 Lithium 5-3 44,0,0
eggs1countCO1 Control 5-3 24 pt32.jpg,CO1 Control 5-3 24,0,1
eggs0countACO1 Control 5-3 35 pt8.jpg,ACO1 Control 5-3 35,0,0
eggs0countnCO1 Control 5-3 45 pt95.jpg,nCO1 Control 5-3 45,0,0
eggs0countCO1 Lithium 5-3 25 pt98.jpg,CO1 Lithium 5-3 25,0,0
eggs0countNCO1 Lithium 5-3 25 pt26.jpg,NCO1 Lithium 5-3 25,0,0
eggs1countNCO1 Lithium 5-3 10 pt46.jpg,NCO1 Lithium 5-3 10,0,1
eggs0countNCO1 Lithium 5-3 12 pt90.jpg,NCO1 Lithium 5-3 12,0,0
eggs0countCO1 Control 5-3 48 pt75.jpg,CO1 Control 5-3 48,0,0
eggs0countCO1 Control 5-3 7 pt71.jpg,CO1 Control 5-3 7,0,0
eggs0countnCO1 Control 5-3 10 pt37.jpg,nCO1 Control 5-3 10,0,0
eggs0countNCO1 Lithium 5-3 40 pt67.jpg,NCO1 Lithium 5-3 40,0,0
eggs0countCO1 Control 5-3 29 pt21.jpg,CO1 Control 5-3 29,0,0
eggs0countACO1 Lithium 5-3 35 pt5.jpg,ACO1 Lithium 5-3 35,0,0
eggs0countCO1 Control 5-3 15 pt11.jpg,CO1 Control 5-3 15,0,0
eggs0countAO1 Lithium 5-3 18 pt64.jpg,AO1 Lithium 5-3 18,0,0
eggs0countAO1 Lithium 5-3 43 pt81.jpg,AO1 Lithium 5-3 43,0,0
eggs0countCO1 Control 5-3 24 pt60.jpg,CO1 Control 5-3 24,0,0
eggs2countnCO1 Control 5-3 2 pt65.jpg,nCO1 Control 5-3 2,0,2
eggs0countACO1 Control 5-3 38(1) pt35.jpg,ACO1 Control 5-3 38(1),0,0
eggs0countCO1 Lithium 5-3 30 pt41.jpg,CO1 Lithium 5-3 30,0,0
eggs2countACO1 Control 5-3 21 pt45.jpg,ACO1 Control 5-3 21,0,2
eggs0countAO1 Control 5-3 34 pt2.jpg,AO1 Control 5-3 34,0,0
eggs0countACO1 Control 5-3 31 pt9.jpg,ACO1 Control 5-3 31,0,0
eggs0countAO1 Control 5-3 47 pt28.jpg,AO1 Control 5-3 47,0,0
eggs0countCO1 Control 5-3 10 pt9.jpg,CO1 Control 5-3 10,0,0
eggs0countAO1 Lithium 5-3 16 pt95.jpg,AO1 Lithium 5-3 16,0,0
eggs0countACO1 Lithium 5-3 19 pt83.jpg,ACO1 Lithium 5-3 19,0,0
eggs0countNCO1 Lithium 5-3 10 pt54.jpg,NCO1 Lithium 5-3 10,0,0
eggs0countCO1 Lithium 5-3 11 pt19.jpg,CO1 Lithium 5-3 11,0,0
eggs0countAO1 Control 5-3 37 pt100.jpg,AO1 Control 5-3 37,0,0
eggs0countCO1 Lithium 5-3 46 pt92.jpg,CO1 Lithium 5-3 46,0,0
eggs0countACO1 Lithium 5-3 5 pt90.jpg,ACO1 Lithium 5-3 5,0,0
eggs0countCO1 Lithium 5-3 47 pt12.jpg,CO1 Lithium 5-3 47,0,0
eggs0countCO1 Control 5-3 48 pt88.jpg,CO1 Control 5-3 48,0,0
eggs0countnCO1 Control 5-3 38 pt92.jpg,nCO1 Control 5-3 38,0,0
eggs0countACO1 Control 5-3 38(1) pt1.jpg,ACO1 Control 5-3 38(1),0,0
eggs0countCO1 Lithium 5-3 26 pt84.jpg,CO1 Lithium 5-3 26,0,0
eggs0countCO1 Control 5-3 7 pt10.jpg,CO1 Control 5-3 7,0,0
eggs0countnCO1 Control 5-3 36 pt78.jpg,nCO1 Control 5-3 36,0,0
eggs0countCO1 Control 5-3 21 pt80.jpg,CO1 Control 5-3 21,0,0
eggs0countAO1 Control 5-3 26 pt44.jpg,AO1 Control 5-3 26,0,0
eggs0countACO1 Lithium 5-3 18 pt83.jpg,ACO1 Lithium 5-3 18,0,0
eggs0countACO1 Lithium 5-3 35 pt1.jpg,ACO1 Lithium 5-3 35,0,0
eggs0countnCO1 Control 5-3 34 pt3.jpg,nCO1 Control 5-3 34,0,0
eggs0countNCO1 Lithium 5-3 18 pt55.jpg,NCO1 Lithium 5-3 18,0,0
eggs0countCO1 Control 5-3 26 pt53.jpg,CO1 Control 5-3 26,0,0
eggs0countAO1 Lithium 5-3 8 pt97.jpg,AO1 Lithium 5-3 8,0,0
eggs0countCO1 Control 5-3 21 pt26.jpg,CO1 Control 5-3 21,0,0
eggs0countACO1 Control 5-3 38 pt74.jpg,ACO1 Control 5-3 38,0,0
eggs0countACO1 Control 5-3 44 pt87.jpg,ACO1 Control 5-3 44,0,0
eggs0countCO1 Control 5-3 16 pt61.jpg,CO1 Control 5-3 16,0,0
eggs0countCO1 Control 5-3 48 pt99.jpg,CO1 Control 5-3 48,0,0
eggs0countCO1 Control 5-3 35 pt46.jpg,CO1 Control 5-3 35,0,0
eggs0countCO1 Control 5-3 20 pt2.jpg,CO1 Control 5-3 20,0,0
eggs0countAO1 Lithium 5-3 31 pt90.jpg,AO1 Lithium 5-3 31,0,0
eggs0countACO1 Lithium 5-3 13 pt36.jpg,ACO1 Lithium 5-3 13,0,0
eggs0countAO1 Lithium 5-3 18 pt43.jpg,AO1 Lithium 5-3 18,0,0
eggs0countnCO1 Control 5-3 50 pt70.jpg,nCO1 Control 5-3 50,0,0
eggs0countAO1 Lithium 5-3 24 pt55.jpg,AO1 Lithium 5-3 24,0,0
eggs1countNCO1 Lithium 5-3 25 pt49.jpg,NCO1 Lithium 5-3 25,0,1
eggs0countCO1 Lithium 5-3 18 pt92.jpg,CO1 Lithium 5-3 18,0,0
eggs0countCO1 Lithium 5-3 17(1) pt81.jpg,CO1 Lithium 5-3 17(1),0,0
eggs0countAO1 Lithium 5-3 24 pt18.jpg,AO1 Lithium 5-3 24,0,0
eggs0countNCO1 Lithium 5-3 16 pt92.jpg,NCO1 Lithium 5-3 16,0,0
eggs0countAO1 Lithium 5-3 43 pt93.jpg,AO1 Lithium 5-3 43,0,0
eggs0countCO1 Control 5-3 45 pt90.jpg,CO1 Control 5-3 45,0,0
eggs0countCO1 Lithium 5-3 36 pt91.jpg,CO1 Lithium 5-3 36,0,0
eggs0countAO1 Control 5-3 46 pt76.jpg,AO1 Control 5-3 46,0,0
eggs0countCO1 Control 5-3 41 pt57.jpg,CO1 Control 5-3 41,0,0
eggs0countCO1 Lithium 5-3 21 pt82.jpg,CO1 Lithium 5-3 21,0,0
eggs0countCO1 Lithium 5-3 3 pt11.jpg,CO1 Lithium 5-3 3,0,0
eggs1countNCO1 Lithium 5-3 12 pt24.jpg,NCO1 Lithium 5-3 12,0,1
eggs1countACO1 Control 5-3 21 pt36.jpg,ACO1 Control 5-3 21,0,1
eggs0countNCO1 Lithium 5-3 35 pt4.jpg,NCO1 Lithium 5-3 35,0,0
eggs0countAO1 Lithium 5-3 15 pt66.jpg,AO1 Lithium 5-3 15,0,0
eggs0countAO1 Lithium 5-3 30 pt45.jpg,AO1 Lithium 5-3 30,0,0
eggs0countAO1 Control 5-3 50 pt99.jpg,AO1 Control 5-3 50,0,0
eggs0countACO1 Control 5-3 33 pt100.jpg,ACO1 Control 5-3 33,0,0
eggs0countCO1 Lithium 5-3 2 pt96.jpg,CO1 Lithium 5-3 2,0,0
eggs0countACO1 Lithium 5-3 4 pt71.jpg,ACO1 Lithium 5-3 4,0,0
eggs0countnCO1 Control 5-3 8 pt69.jpg,nCO1 Control 5-3 8,0,0
eggs0countACO1 Control 5-3 19 pt80.jpg,ACO1 Control 5-3 19,0,0
eggs0countNCO1 Lithium 5-3 32 pt91.jpg,NCO1 Lithium 5-3 32,0,0
eggs0countnCO1 Control 5-3 27 pt38.jpg,nCO1 Control 5-3 27,0,0
eggs2countACO1 Control 5-3 26 pt14.jpg,ACO1 Control 5-3 26,0,2
eggs0countAO1 Lithium 5-3 34 pt85.jpg,AO1 Lithium 5-3 34,0,0
eggs0countACO1 Control 5-3 13 pt99.jpg,ACO1 Control 5-3 13,0,0
eggs0countAO1 Lithium 5-3 4 pt12.jpg,AO1 Lithium 5-3 4,0,0
eggs3countCO1 Lithium 5-3 41 pt67.jpg,CO1 Lithium 5-3 41,0,3
eggs0countnCO1 Control 5-3 15 pt100.jpg,nCO1 Control 5-3 15,0,0
eggs0countAO1 Lithium 5-3 10 pt81.jpg,AO1 Lithium 5-3 10,0,0
eggs0countACO1 Lithium 5-3 17 pt4.jpg,ACO1 Lithium 5-3 17,0,0
eggs0countCO1 Lithium 5-3 41 pt100.jpg,CO1 Lithium 5-3 41,0,0
eggs0countCO1 Control 5-3 4 pt69.jpg,CO1 Control 5-3 4,0,0
eggs0countNCO1 Lithium 5-3 31 pt1.jpg,NCO1 Lithium 5-3 31,0,0
eggs0countnCO1 Control 5-3 45 pt20.jpg,nCO1 Control 5-3 45,0,0
eggs0countnCO1 Control 5-3 8 pt23.jpg,nCO1 Control 5-3 8,0,0
eggs0countCO1 Lithium 5-3 18 pt39.jpg,CO1 Lithium 5-3 18,0,0
eggs0countCO1 Control 5-3 14 pt92.jpg,CO1 Control 5-3 14,0,0
eggs0countAO1 Lithium 5-3 8 pt22.jpg,AO1 Lithium 5-3 8,0,0
eggs0countAO1 Lithium 5-3 47 pt71.jpg,AO1 Lithium 5-3 47,0,0
eggs0countACO1 Lithium 5-3 15 pt2.jpg,ACO1 Lithium 5-3 15,0,0
eggs0countAO1 Control 5-3 8 pt51.jpg,AO1 Control 5-3 8,0,0
eggs0countACO1 Lithium 5-3 29 pt12.jpg,ACO1 Lithium 5-3 29,0,0
eggs0countACO1 Lithium 5-3 25 pt62.jpg,ACO1 Lithium 5-3 25,0,0
eggs1countACO1 Lithium 5-3 29 pt87.jpg,ACO1 Lithium 5-3 29,0,1
eggs0countACO1 Control 5-3 46 pt30.jpg,ACO1 Control 5-3 46,0,0
eggs0countACO1 Lithium 5-3 35 pt95.jpg,ACO1 Lithium 5-3 35,0,0
eggs0countCO1 Lithium 5-3 23 pt97.jpg,CO1 Lithium 5-3 23,0,0
eggs0countAO1 Control 5-3 20 pt1.jpg,AO1 Control 5-3 20,0,0
eggs0countAO1 Lithium 5-3 4 pt10.jpg,AO1 Lithium 5-3 4,0,0
eggs0countNCO1 Lithium 5-3 25 pt99.jpg,NCO1 Lithium 5-3 25,0,0
eggs1countACO1 Control 5-3 46 pt34.jpg,ACO1 Control 5-3 46,0,1
eggs0countCO1 Lithium 5-3 11 pt2.jpg,CO1 Lithium 5-3 11,0,0
eggs0countnCO1 Control 5-3 38 pt10.jpg,nCO1 Control 5-3 38,0,0
eggs0countAO1 Lithium 5-3 18 pt79.jpg,AO1 Lithium 5-3 18,0,0
eggs0countACO1 Lithium 5-3 2 pt21.jpg,ACO1 Lithium 5-3 2,0,0
eggs0countCO1 Lithium 5-3 27 pt5.jpg,CO1 Lithium 5-3 27,0,0
eggs0countNCO1 Lithium 5-3 9 pt3.jpg,NCO1 Lithium 5-3 9,0,0
eggs4countnCO1 Control 5-3 11 pt16.jpg,nCO1 Control 5-3 11,0,4
eggs0countAO1 Control 5-3 35 pt8.jpg,AO1 Control 5-3 35,0,0
eggs0countACO1 Control 5-3 50 pt63.jpg,ACO1 Control 5-3 50,0,0
eggs0countAO1 Control 5-3 26 pt10.jpg,AO1 Control 5-3 26,0,0
eggs0countCO1 Control 5-3 24 pt90.jpg,CO1 Control 5-3 24,0,0
eggs0countACO1 Lithium 5-3 44 pt8.jpg,ACO1 Lithium 5-3 44,0,0
eggs0countnCO1 Control 5-3 43 pt89.jpg,nCO1 Control 5-3 43,0,0
eggs0countAO1 Lithium 5-3 20 pt40.jpg,AO1 Lithium 5-3 20,0,0
eggs0countCO1 Control 5-3 3 pt41.jpg,CO1 Control 5-3 3,0,0
eggs0countAO1 Lithium 5-3 15 pt100.jpg,AO1 Lithium 5-3 15,0,0
eggs0countACO1 Lithium 5-3 1 pt92.jpg,ACO1 Lithium 5-3 1,0,0
eggs1countCO1 Control 5-3 35 pt62.jpg,CO1 Control 5-3 35,0,1
eggs0countnCO1 Control 5-3 5 pt9.jpg,nCO1 Control 5-3 5,0,0
eggs0countAO1 Lithium 5-3 15 pt20.jpg,AO1 Lithium 5-3 15,0,0
eggs0countCO1 Control 5-3 4 pt31.jpg,CO1 Control 5-3 4,0,0
eggs0countnCO1 Control 5-3 7 pt1.jpg,nCO1 Control 5-3 7,0,0
eggs0countCO1 Control 5-3 10 pt40.jpg,CO1 Control 5-3 10,0,0
eggs4countCO1 Control 5-3 22 pt22.jpg,CO1 Control 5-3 22,0,4
eggs0countAO1 Control 5-3 42 pt98.jpg,AO1 Control 5-3 42,0,0
eggs4countNCO1 Lithium 5-3 9 pt39.jpg,NCO1 Lithium 5-3 9,0,4
eggs0countnCO1 Control 5-3 41 pt96.jpg,nCO1 Control 5-3 41,0,0
eggs0countnCO1 Control 5-3 49 pt70.jpg,nCO1 Control 5-3 49,0,0
eggs0countAO1 Lithium 5-3 6 pt93.jpg,AO1 Lithium 5-3 6,0,0
eggs0countACO1 Lithium 5-3 41 pt77.jpg,ACO1 Lithium 5-3 41,0,0
eggs0countCO1 Lithium 5-3 32 pt10.jpg,CO1 Lithium 5-3 32,0,0
eggs1countCO1 Lithium 5-3 17(1) pt22.jpg,CO1 Lithium 5-3 17(1),0,1
eggs0countCO1 Control 5-3 46 pt88.jpg,CO1 Control 5-3 46,0,0
eggs3countnCO1 Control 5-3 14 pt38.jpg,nCO1 Control 5-3 14,0,3
eggs0countCO1 Lithium 5-3 35 pt4.jpg,CO1 Lithium 5-3 35,0,0
eggs0countNCO1 Lithium 5-3 37 pt10.jpg,NCO1 Lithium 5-3 37,0,0
eggs0countAO1 Control 5-3 28 pt41.jpg,AO1 Control 5-3 28,0,0
eggs0countNCO1 Lithium 5-3 20 pt90.jpg,NCO1 Lithium 5-3 20,0,0
eggs0countCO1 Lithium 5-3 44 pt40.jpg,CO1 Lithium 5-3 44,0,0
eggs0countACO1 Control 5-3 5 pt3.jpg,ACO1 Control 5-3 5,0,0
eggs0countCO1 Lithium 5-3 19 pt29.jpg,CO1 Lithium 5-3 19,0,0
eggs0countCO1 Lithium 5-3 10 pt91.jpg,CO1 Lithium 5-3 10,0,0
eggs0countnCO1 Control 5-3 35 pt63.jpg,nCO1 Control 5-3 35,0,0
eggs0countACO1 Lithium 5-3 29 pt3.jpg,ACO1 Lithium 5-3 29,0,0
eggs0countnCO1 Control 5-3 38 pt93.jpg,nCO1 Control 5-3 38,0,0
eggs0countACO1 Control 5-3 21 pt92.jpg,ACO1 Control 5-3 21,0,0
eggs0countNCO1 Lithium 5-3 21 pt2.jpg,NCO1 Lithium 5-3 21,0,0
eggs0countCO1 Lithium 5-3 22 pt89.jpg,CO1 Lithium 5-3 22,0,0
eggs0countACO1 Control 5-3 21 pt94.jpg,ACO1 Control 5-3 21,0,0
eggs0countnCO1 Control 5-3 22 pt89.jpg,nCO1 Control 5-3 22,0,0
eggs1countACO1 Control 5-3 27 pt37.jpg,ACO1 Control 5-3 27,0,1
eggs0countCO1 Lithium 5-3 15 pt51.jpg,CO1 Lithium 5-3 15,0,0
eggs0countCO1 Control 5-3 34 pt12.jpg,CO1 Control 5-3 34,0,0
eggs0countAO1 Lithium 5-3 11 pt81.jpg,AO1 Lithium 5-3 11,0,0
eggs0countnCO1 Control 5-3 27 pt91.jpg,nCO1 Control 5-3 27,0,0
eggs0countACO1 Control 5-3 12 pt71.jpg,ACO1 Control 5-3 12,0,0
eggs0countAO1 Control 5-3 35 pt10.jpg,AO1 Control 5-3 35,0,0
eggs0countACO1 Control 5-3 2 pt10.jpg,ACO1 Control 5-3 2,0,0
eggs0countAO1 Control 5-3 29 pt21.jpg,AO1 Control 5-3 29,0,0
eggs0countNCO1 Lithium 5-3 17 pt30.jpg,NCO1 Lithium 5-3 17,0,0
eggs1countnCO1 Control 5-3 8 pt63.jpg,nCO1 Control 5-3 8,0,1
eggs0countACO1 Control 5-3 25 pt90.jpg,ACO1 Control 5-3 25,0,0
eggs0countNCO1 Lithium 5-3 37 pt3.jpg,NCO1 Lithium 5-3 37,0,0
eggs0countCO1 Control 5-3 8 pt20.jpg,CO1 Control 5-3 8,0,0
eggs0countNCO1 Lithium 5-3 6 pt91.jpg,NCO1 Lithium 5-3 6,0,0
eggs0countACO1 Control 5-3 16 pt70.jpg,ACO1 Control 5-3 16,0,0
eggs0countnCO1 Control 5-3 20 pt10.jpg,nCO1 Control 5-3 20,0,0
eggs0countCO1 Control 5-3 46 pt79.jpg,CO1 Control 5-3 46,0,0
eggs0countNCO1 Lithium 5-3 29 pt74.jpg,NCO1 Lithium 5-3 29,0,0
eggs2countACO1 Lithium 5-3 18 pt73.jpg,ACO1 Lithium 5-3 18,0,2
eggs0countCO1 Lithium 5-3 43 pt70.jpg,CO1 Lithium 5-3 43,0,0
eggs0countCO1 Lithium 5-3 10 pt54.jpg,CO1 Lithium 5-3 10,0,0
eggs0countnCO1 Control 5-3 6 pt92.jpg,nCO1 Control 5-3 6,0,0
eggs0countNCO1 Lithium 5-3 21 pt98.jpg,NCO1 Lithium 5-3 21,0,0
eggs0countNCO1 Lithium 5-3 3 pt71.jpg,NCO1 Lithium 5-3 3,0,0
eggs0countACO1 Lithium 5-3 5 pt15.jpg,ACO1 Lithium 5-3 5,0,0
eggs0countAO1 Lithium 5-3 10 pt39.jpg,AO1 Lithium 5-3 10,0,0
eggs0countNCO1 Lithium 5-3 47 pt19.jpg,NCO1 Lithium 5-3 47,0,0
eggs1countACO1 Lithium 5-3 26 pt60.jpg,ACO1 Lithium 5-3 26,0,1
eggs0countCO1 Lithium 5-3 17 pt53.jpg,CO1 Lithium 5-3 17,0,0
eggs0countCO1 Control 5-3 12 pt89.jpg,CO1 Control 5-3 12,0,0
eggs0countAO1 Control 5-3 2 pt21.jpg,AO1 Control 5-3 2,0,0
eggs0countCO1 Lithium 5-3 41 pt22.jpg,CO1 Lithium 5-3 41,0,0
eggs0countAO1 Control 5-3 39 pt54.jpg,AO1 Control 5-3 39,0,0
eggs0countCO1 Control 5-3 29 pt88.jpg,CO1 Control 5-3 29,0,0
eggs0countCO1 Lithium 5-3 19 pt91.jpg,CO1 Lithium 5-3 19,0,0
eggs0countACO1 Control 5-3 25 pt69.jpg,ACO1 Control 5-3 25,0,0
eggs5countACO1 Lithium 5-3 38 pt32.jpg,ACO1 Lithium 5-3 38,0,5
eggs0countCO1 Lithium 5-3 32 pt95.jpg,CO1 Lithium 5-3 32,0,0
eggs1countnCO1 Control 5-3 19 pt86.jpg,nCO1 Control 5-3 19,0,1
eggs0countnCO1 Control 5-3 21 pt18.jpg,nCO1 Control 5-3 21,0,0
eggs0countAO1 Control 5-3 50 pt100.jpg,AO1 Control 5-3 50,0,0
eggs0countAO1 Lithium 5-3 41 pt99.jpg,AO1 Lithium 5-3 41,0,0
eggs0countAO1 Lithium 5-3 34 pt91.jpg,AO1 Lithium 5-3 34,0,0
eggs0countnCO1 Control 5-3 49 pt34.jpg,nCO1 Control 5-3 49,0,0
eggs0countCO1 Control 5-3 20 pt92.jpg,CO1 Control 5-3 20,0,0
eggs0countCO1 Control 5-3 23 pt53.jpg,CO1 Control 5-3 23,0,0
